developers	commits	updates	class
12	145	49	strong
2	33	8	strong
4	100	8	strong
5	22	9	strong
2	31	8	strong
12	149	52	strong
5	97	28	strong
18	169	48	strong
4	98	7	strong
5	110	26	strong
4	73	6	strong
14	176	51	strong
4	71	6	strong
14	213	64	strong
12	154	57	strong
4	81	16	strong
9	124	41	strong
12	132	32	strong
8	119	34	strong
7	154	36	strong
13	176	53	strong
9	108	35	strong
9	116	40	strong
9	153	38	strong
9	161	44	strong
8	156	36	strong
12	302	56	strong
9	168	17	strong
13	296	36	strong
9	102	29	strong
11	157	7	strong
15	95	8	strong
5	168	46	strong
5	146	33	strong
3	122	32	strong
12	162	42	strong
9	139	27	strong
4	163	35	strong
5	118	28	strong
12	135	4	strong
9	94	29	strong
8	89	23	strong
12	167	51	strong
5	63	16	strong
10	161	6	strong
13	196	13	strong
11	118	31	strong
5	159	37	strong
3	133	63	strong
8	103	36	strong
5	154	26	strong
11	155	37	strong
12	118	38	strong
9	86	29	strong
8	111	35	strong
5	218	17	strong
8	173	42	strong
5	147	28	strong
5	80	21	strong
5	162	39	strong
5	122	38	strong
3	120	12	strong
17	182	18	strong
8	136	30	strong
9	241	31	strong
3	97	19	strong
5	155	40	strong
5	100	34	strong
8	272	40	strong
9	127	46	strong
11	147	29	strong
5	134	22	strong
13	120	5	strong
2	118	35	strong
3	87	19	strong
3	108	18	strong
5	152	20	strong
5	100	17	strong
9	181	17	strong
5	141	15	strong
6	175	27	strong
3	89	14	strong
2	124	24	strong
13	82	6	strong
3	132	21	strong
5	110	26	strong
5	146	32	strong
8	151	27	strong
5	89	22	strong
5	207	15	strong
3	97	16	strong
5	133	9	strong
12	169	48	strong
3	86	16	strong
5	166	32	strong
9	190	18	strong
2	105	18	strong
8	146	14	strong
2	110	28	strong
4	68	8	strong
5	88	20	strong
2	96	25	strong
3	77	16	strong
3	134	22	strong
9	252	37	strong
3	75	12	strong
3	49	6	strong
12	176	10	strong
5	97	20	strong
3	88	20	strong
3	95	23	strong
8	108	21	strong
5	160	35	strong
2	93	22	strong
5	81	22	strong
3	232	32	strong
5	182	11	strong
2	84	25	strong
3	166	26	strong
6	186	28	strong
3	97	16	strong
3	50	11	strong
3	65	23	strong
3	79	24	strong
2	130	20	strong
2	88	27	strong
3	81	17	strong
5	102	18	strong
2	104	27	strong
5	62	13	strong
3	141	29	strong
2	79	21	strong
5	88	17	strong
21	201	21	strong
5	236	9	strong
2	96	14	strong
5	110	22	strong
9	180	47	strong
2	133	18	strong
4	105	23	strong
4	123	20	strong
19	129	32	strong
5	147	24	strong
5	67	16	strong
14	168	16	strong
2	102	23	strong
5	117	23	strong
3	61	12	strong
3	95	14	strong
7	156	18	strong
3	83	18	strong
8	159	14	strong
2	89	17	strong
11	260	22	strong
5	141	23	strong
2	96	20	strong
11	121	9	strong
8	125	30	strong
3	67	14	strong
2	116	21	strong
3	143	7	strong
10	185	6	strong
3	139	25	strong
4	97	20	strong
5	128	19	strong
3	106	5	strong
4	119	22	strong
7	33	2	strong
4	204	15	strong
10	261	18	strong
9	140	45	strong
5	121	4	strong
4	101	29	strong
5	110	22	strong
8	212	22	strong
3	77	3	strong
11	181	33	strong
8	223	22	strong
13	225	30	strong
5	157	4	strong
9	131	26	strong
3	62	13	strong
8	162	42	strong
5	122	30	strong
2	126	20	strong
3	106	4	strong
8	176	19	strong
12	142	9	strong
5	152	18	strong
9	163	18	strong
3	60	15	strong
5	120	11	strong
2	81	17	strong
5	111	11	strong
3	136	23	strong
5	106	20	strong
7	114	28	strong
3	111	22	strong
6	156	41	strong
2	137	24	strong
3	172	21	strong
10	62	2	strong
6	137	35	strong
10	170	6	strong
3	205	10	strong
5	83	17	strong
10	47	2	strong
3	247	5	strong
4	79	26	strong
5	165	6	strong
5	171	18	strong
12	146	13	strong
5	218	22	strong
5	119	28	strong
7	168	17	strong
2	102	22	strong
2	89	21	strong
6	181	45	strong
7	136	49	strong
9	206	28	strong
6	112	24	strong
12	152	37	strong
5	195	16	strong
3	77	25	strong
4	112	25	strong
6	137	30	strong
3	168	3	strong
5	121	4	strong
12	159	40	strong
3	92	3	strong
10	106	8	strong
3	132	2	strong
8	194	19	strong
3	63	11	strong
8	181	20	strong
3	74	13	strong
3	63	9	strong
5	96	24	strong
5	93	22	strong
8	193	18	strong
8	217	20	strong
3	97	16	strong
5	92	17	strong
5	150	6	strong
5	139	24	strong
3	176	3	strong
8	168	12	strong
2	85	16	strong
10	121	4	strong
2	80	19	strong
17	150	25	strong
7	190	20	strong
15	122	15	strong
14	132	15	strong
3	84	11	strong
2	121	29	strong
5	146	7	strong
3	60	14	strong
3	142	4	strong
2	129	26	strong
11	187	25	strong
2	110	16	strong
3	104	21	strong
2	107	22	strong
3	149	22	strong
5	120	17	strong
8	223	21	strong
3	101	15	strong
2	97	18	strong
5	86	2	strong
6	223	23	strong
10	87	4	strong
4	122	32	strong
2	75	12	strong
2	50	14	strong
2	76	17	strong
8	132	13	strong
4	96	20	strong
2	108	25	strong
4	233	23	strong
5	90	16	strong
3	108	19	strong
5	221	9	strong
3	128	8	strong
5	137	26	strong
12	187	17	strong
3	49	10	strong
8	151	15	strong
3	79	17	strong
9	291	36	strong
6	140	18	strong
8	189	17	strong
3	88	18	strong
4	111	22	strong
3	123	10	strong
6	132	17	strong
3	82	20	strong
12	117	9	strong
4	110	31	strong
5	110	14	strong
3	93	18	strong
6	113	25	strong
5	158	6	strong
5	107	3	strong
3	116	10	strong
3	136	12	strong
2	75	19	strong
5	146	12	strong
5	69	5	strong
2	97	14	strong
2	133	9	strong
11	169	26	strong
7	139	3	strong
3	145	3	strong
8	218	30	strong
5	110	4	strong
3	139	14	strong
3	96	21	strong
14	110	17	strong
5	173	19	strong
6	157	17	strong
11	92	5	strong
5	118	13	strong
2	17	6	strong
3	79	13	strong
2	50	15	strong
3	125	6	strong
2	73	18	strong
2	89	16	strong
3	68	14	strong
6	149	29	strong
2	83	16	strong
2	121	3	strong
4	112	25	strong
3	76	20	strong
6	141	15	strong
3	71	8	strong
3	42	10	strong
9	174	42	strong
3	136	4	strong
2	59	13	strong
15	167	19	strong
3	136	3	strong
5	130	17	strong
5	96	17	strong
5	109	21	strong
2	75	18	strong
3	119	4	strong
3	125	13	strong
10	187	5	strong
3	107	21	strong
8	283	25	strong
2	109	25	strong
3	180	21	strong
8	283	29	strong
8	236	25	strong
6	102	23	strong
2	80	15	strong
3	132	3	strong
12	142	2	strong
3	77	18	strong
15	224	34	strong
3	81	18	strong
3	157	23	strong
8	212	26	strong
5	134	3	strong
2	123	24	strong
5	146	13	strong
5	63	18	strong
3	191	22	strong
2	107	6	strong
5	126	18	strong
3	98	24	strong
2	86	20	strong
6	168	19	strong
8	247	24	strong
5	92	25	strong
5	141	11	strong
11	200	21	strong
3	80	18	strong
2	217	17	strong
3	90	17	strong
12	153	16	strong
11	77	5	strong
8	145	13	strong
3	48	5	strong
8	231	26	strong
5	143	7	strong
2	123	21	strong
2	77	19	strong
2	193	11	strong
2	79	18	strong
5	131	13	strong
4	120	19	strong
8	170	16	strong
6	187	18	strong
9	247	22	strong
4	69	14	strong
3	90	3	strong
5	154	16	strong
8	157	14	strong
3	65	7	strong
2	161	13	strong
3	62	16	strong
5	102	23	strong
3	69	5	strong
3	173	27	strong
2	63	15	strong
5	233	22	strong
3	51	15	strong
2	93	16	strong
14	189	12	strong
5	85	22	strong
11	103	12	strong
5	116	12	strong
3	99	18	strong
3	118	2	strong
3	71	2	strong
7	247	32	strong
7	181	15	strong
12	124	12	strong
6	104	22	strong
3	155	10	strong
3	96	24	strong
5	75	10	strong
2	64	13	strong
5	99	0	strong
5	95	17	strong
2	79	17	strong
3	167	2	strong
5	108	18	strong
5	170	7	strong
7	87	12	strong
2	124	20	strong
10	106	3	strong
14	282	23	strong
4	37	0	strong
8	154	14	strong
12	115	30	strong
5	122	10	strong
5	111	24	strong
3	136	13	strong
3	61	8	strong
11	139	7	strong
5	111	3	strong
3	210	2	strong
5	83	11	strong
3	165	20	strong
2	93	4	strong
3	66	11	strong
5	132	12	strong
4	92	8	strong
5	77	18	strong
11	247	23	strong
4	212	20	strong
2	106	3	strong
3	185	21	strong
11	127	2	strong
2	154	11	strong
3	79	10	strong
2	142	11	strong
3	98	6	strong
5	101	14	strong
3	184	21	strong
5	152	13	strong
6	132	13	strong
5	212	10	strong
8	205	22	strong
3	101	13	strong
19	248	42	strong
5	158	15	strong
14	201	30	strong
9	169	44	strong
3	57	11	strong
8	198	20	strong
3	131	7	strong
6	168	15	strong
3	157	3	strong
3	251	28	strong
3	150	14	strong
10	51	2	strong
5	167	22	strong
11	82	2	strong
12	141	5	strong
5	83	10	strong
2	57	7	strong
7	211	17	strong
11	163	19	strong
9	171	16	strong
6	95	25	strong
2	94	13	strong
5	105	3	strong
5	106	18	strong
7	94	11	strong
5	97	9	strong
12	79	10	strong
5	125	4	strong
5	132	14	strong
11	191	28	strong
10	109	2	strong
6	131	10	strong
5	79	14	strong
2	167	21	strong
10	85	4	strong
3	217	2	strong
3	46	12	strong
6	85	11	strong
2	106	9	strong
5	68	10	strong
8	98	17	strong
8	191	27	strong
2	95	4	strong
9	126	16	strong
3	169	3	strong
2	102	5	strong
11	102	20	strong
3	311	5	strong
6	145	15	strong
3	119	14	strong
3	110	7	strong
2	155	8	strong
4	106	13	strong
12	97	2	strong
5	113	6	strong
4	133	16	strong
6	136	19	strong
5	99	1	strong
3	129	22	strong
5	123	13	strong
5	158	6	strong
3	206	12	strong
3	85	17	strong
5	129	11	strong
6	154	15	strong
10	115	41	strong
3	146	3	strong
3	173	21	strong
5	140	16	strong
2	92	6	strong
8	151	20	strong
3	99	19	strong
2	112	14	strong
6	157	18	strong
3	76	5	strong
6	144	10	strong
8	183	20	strong
5	146	17	strong
3	85	14	strong
7	124	14	strong
3	181	3	strong
4	93	12	strong
11	182	25	strong
3	73	15	strong
3	154	3	strong
5	114	14	strong
3	49	8	strong
4	165	19	strong
2	131	11	strong
2	118	10	strong
15	188	20	strong
9	129	33	strong
3	129	12	strong
2	83	18	strong
3	115	6	strong
16	166	19	strong
2	57	7	strong
9	139	15	strong
5	268	22	strong
11	208	26	strong
5	116	14	strong
3	161	17	strong
5	202	21	strong
5	138	7	strong
6	172	14	strong
3	89	4	strong
3	73	13	strong
2	80	8	strong
5	84	0	strong
3	97	2	strong
2	71	15	strong
8	174	17	strong
3	166	26	strong
2	58	13	strong
5	80	16	strong
3	88	17	strong
6	95	4	strong
4	117	26	strong
9	101	26	strong
9	181	21	strong
8	136	16	strong
3	215	11	strong
11	284	34	strong
2	79	14	strong
5	110	10	strong
6	108	10	strong
3	122	13	strong
5	132	10	strong
5	146	7	strong
2	88	18	strong
5	103	12	strong
5	134	14	strong
2	93	15	strong
3	118	6	strong
6	170	25	strong
5	122	10	strong
5	80	15	strong
9	179	15	strong
5	239	20	strong
5	124	12	strong
3	100	10	strong
4	132	11	strong
6	162	18	strong
3	221	2	strong
2	122	8	strong
7	125	31	strong
2	119	12	strong
2	106	13	strong
3	100	9	strong
2	94	14	strong
2	118	13	strong
11	88	22	strong
5	231	19	strong
2	93	0	strong
12	108	13	strong
3	71	3	strong
7	93	14	strong
5	126	9	strong
8	225	30	strong
2	150	15	strong
5	130	17	strong
5	116	11	strong
3	81	1	strong
2	67	10	strong
5	144	10	strong
8	172	20	strong
9	136	15	strong
2	95	8	strong
3	51	11	strong
5	88	20	strong
11	143	27	strong
3	143	13	strong
3	81	4	strong
3	124	2	strong
3	110	1	strong
8	191	16	strong
2	143	14	strong
5	152	10	strong
3	153	3	strong
9	251	32	strong
4	128	13	strong
11	102	31	strong
3	71	0	strong
4	92	10	strong
7	225	19	strong
10	251	6	strong
7	75	0	strong
2	221	18	strong
2	102	18	strong
3	218	11	strong
5	102	10	strong
8	185	22	strong
4	110	19	strong
3	196	4	strong
3	178	20	strong
3	101	32	strong
6	163	10	strong
6	223	14	strong
2	71	7	strong
2	78	11	strong
3	80	13	strong
6	169	22	strong
11	201	3	strong
3	125	4	strong
6	187	24	strong
2	74	9	strong
11	209	24	strong
5	160	11	strong
2	97	8	strong
6	205	21	strong
2	120	10	strong
3	115	13	strong
3	105	42	strong
2	83	8	strong
5	58	15	strong
2	97	17	strong
3	117	3	strong
5	128	11	strong
5	94	18	strong
6	132	13	strong
3	189	1	strong
2	97	11	strong
14	144	11	strong
2	168	18	strong
3	103	6	strong
2	168	10	strong
5	177	16	strong
3	85	2	strong
8	119	16	strong
5	67	10	strong
10	64	5	strong
3	130	18	strong
6	123	13	strong
3	100	3	strong
3	59	7	strong
3	44	4	strong
3	74	4	strong
3	158	25	strong
2	108	4	strong
6	132	14	strong
3	58	9	strong
4	92	6	strong
3	83	8	strong
5	106	28	strong
2	154	12	strong
6	145	16	strong
6	98	7	strong
10	70	5	strong
3	85	16	strong
6	141	32	strong
2	72	14	strong
4	129	14	strong
2	88	22	strong
6	162	15	strong
3	57	2	strong
4	156	16	strong
5	143	16	strong
2	98	15	strong
3	126	2	strong
5	91	5	strong
2	59	16	strong
3	94	13	strong
7	190	20	strong
3	129	4	strong
5	48	7	strong
5	180	19	strong
6	138	11	strong
5	117	9	strong
7	96	9	strong
5	147	16	strong
3	96	3	strong
5	92	19	strong
5	102	10	strong
3	76	3	strong
5	117	12	strong
3	144	13	strong
4	146	16	strong
6	154	20	strong
3	140	15	strong
8	149	17	strong
3	103	2	strong
2	54	16	strong
5	82	8	strong
5	139	16	strong
5	80	17	strong
4	147	11	strong
2	148	12	strong
3	66	3	strong
6	94	9	strong
6	116	26	strong
5	102	18	strong
7	130	22	strong
3	232	2	strong
2	140	13	strong
3	73	14	strong
15	157	27	strong
2	54	11	strong
3	244	27	strong
2	132	14	strong
7	150	15	strong
2	122	20	strong
2	93	17	strong
3	172	2	strong
4	70	11	strong
5	206	11	strong
5	75	11	strong
2	44	6	strong
4	234	19	strong
3	116	3	strong
7	127	15	strong
2	85	6	strong
11	146	28	strong
5	140	14	strong
13	96	15	strong
5	165	21	strong
2	142	9	strong
2	102	16	strong
4	132	15	strong
3	112	15	strong
6	176	22	strong
12	157	28	strong
2	173	17	strong
3	136	2	strong
5	147	8	strong
3	96	10	strong
2	144	12	strong
4	147	18	strong
3	106	5	strong
3	142	21	strong
2	119	14	strong
6	94	7	strong
5	206	19	strong
5	129	15	strong
9	157	14	strong
3	112	42	strong
10	342	27	strong
4	126	17	strong
2	67	10	strong
3	99	5	strong
5	121	9	strong
3	92	21	strong
14	116	19	strong
3	107	14	strong
6	149	6	strong
4	140	15	strong
2	108	8	strong
2	84	11	strong
3	146	15	strong
8	171	20	strong
10	70	27	strong
5	63	17	strong
3	110	1	strong
5	223	18	strong
5	105	7	strong
5	138	15	strong
3	76	22	strong
5	122	12	strong
3	99	1	strong
2	138	7	strong
3	152	13	strong
3	40	7	strong
5	144	11	strong
9	240	23	strong
3	62	19	strong
5	151	17	strong
5	105	10	strong
3	245	4	strong
3	129	19	strong
3	131	8	strong
3	44	8	strong
3	62	13	strong
2	61	6	strong
2	80	19	strong
3	33	9	strong
3	103	2	strong
5	57	6	strong
4	145	16	strong
3	144	14	strong
2	122	11	strong
3	85	18	strong
3	164	2	strong
3	103	10	strong
2	118	14	strong
4	155	14	strong
3	128	14	strong
2	103	14	strong
5	125	5	strong
5	73	7	strong
6	130	13	strong
4	83	12	strong
2	72	7	strong
2	98	17	strong
2	71	16	strong
3	39	1	strong
10	44	2	strong
3	48	0	strong
4	138	16	strong
4	131	17	strong
5	120	13	strong
4	113	13	strong
11	126	6	strong
3	74	1	strong
3	110	2	strong
5	81	11	strong
3	120	14	strong
9	158	18	strong
5	67	8	strong
3	122	1	strong
8	251	19	strong
3	70	2	strong
3	149	13	strong
5	123	9	strong
3	81	10	strong
6	110	11	strong
6	119	33	strong
14	194	29	strong
6	136	14	strong
5	189	13	strong
4	154	13	strong
5	87	8	strong
2	116	14	strong
2	106	14	strong
5	132	6	strong
3	157	14	strong
3	81	4	strong
9	163	24	strong
5	138	11	strong
4	96	11	strong
6	130	19	strong
2	136	17	strong
3	139	7	strong
4	101	17	strong
2	67	11	strong
7	137	20	strong
3	102	3	strong
5	136	13	strong
3	65	14	strong
3	94	2	strong
3	63	0	strong
2	139	16	strong
3	106	9	strong
6	133	14	strong
3	145	0	strong
4	110	8	strong
3	154	17	strong
3	76	15	strong
5	115	12	strong
6	126	17	strong
3	99	10	strong
3	65	8	strong
2	83	4	strong
4	200	6	strong
3	76	20	strong
2	78	3	strong
5	114	26	strong
2	81	8	strong
2	69	17	strong
3	114	13	strong
8	158	16	strong
3	84	21	strong
3	88	1	strong
4	85	9	strong
5	103	10	strong
4	123	17	strong
5	83	15	strong
11	269	25	strong
3	135	17	strong
3	69	3	strong
6	130	11	strong
5	116	7	strong
3	108	11	strong
5	91	3	strong
4	114	11	strong
11	139	29	strong
2	72	17	strong
3	112	10	strong
5	135	9	strong
3	128	15	strong
3	95	12	strong
8	127	14	strong
2	129	6	strong
5	237	22	strong
3	106	13	strong
4	126	19	strong
9	190	25	strong
4	127	15	strong
3	107	10	strong
5	137	12	strong
5	72	17	strong
3	92	2	strong
2	144	11	strong
2	89	11	strong
2	110	11	strong
3	57	14	strong
6	146	14	strong
5	136	13	strong
5	126	10	strong
3	92	21	strong
4	124	13	strong
5	171	17	strong
2	115	20	strong
4	162	16	strong
4	225	20	strong
7	118	12	strong
5	173	19	strong
5	92	10	strong
7	76	11	strong
4	216	17	strong
2	66	0	strong
5	53	10	strong
3	57	3	strong
19	203	25	strong
3	200	3	strong
4	120	26	strong
2	79	17	strong
2	64	9	strong
4	88	11	strong
2	242	29	strong
2	144	21	strong
2	182	23	strong
5	153	12	strong
3	104	9	strong
9	181	19	strong
3	75	18	strong
5	89	11	strong
2	158	9	strong
5	79	10	strong
3	159	22	strong
5	178	19	strong
10	49	4	strong
3	108	3	strong
2	86	10	strong
2	80	10	strong
5	118	11	strong
6	62	10	strong
4	60	20	strong
5	157	14	strong
10	73	3	strong
3	240	2	strong
3	95	10	strong
5	97	22	strong
2	78	9	strong
2	101	35	strong
3	55	23	strong
2	92	8	strong
5	108	10	strong
6	181	23	strong
3	114	11	strong
3	84	1	strong
6	165	16	strong
4	146	9	strong
5	165	12	strong
5	92	6	strong
4	146	16	strong
5	115	9	strong
5	81	4	strong
3	137	13	strong
3	86	9	strong
3	100	7	strong
5	140	12	strong
3	140	14	strong
5	128	9	strong
2	97	8	strong
5	101	10	strong
3	123	1	strong
5	71	12	strong
3	68	8	strong
3	91	9	strong
5	135	15	strong
2	77	6	strong
8	124	10	strong
4	168	16	strong
3	90	27	strong
5	87	12	strong
5	116	15	strong
2	73	7	strong
6	107	7	strong
8	168	15	strong
3	84	18	strong
3	56	14	strong
10	207	24	strong
2	136	6	strong
3	196	2	strong
3	74	1	strong
10	89	4	strong
3	68	3	strong
3	114	9	strong
2	92	13	strong
3	161	1	strong
3	196	1	strong
5	102	19	strong
4	35	12	strong
2	163	19	strong
5	217	20	strong
3	126	11	strong
3	78	13	strong
4	96	12	strong
2	86	15	strong
4	209	13	strong
6	209	13	strong
2	47	9	strong
5	73	12	strong
5	113	7	strong
2	93	12	strong
7	133	14	strong
3	70	10	strong
2	122	14	strong
2	70	1	strong
5	123	10	strong
6	93	10	strong
3	29	10	strong
4	152	21	strong
5	75	17	strong
2	68	7	strong
7	7	0	strong
6	105	26	strong
3	89	9	strong
3	131	14	strong
3	121	8	strong
3	147	9	strong
4	132	19	strong
6	152	13	strong
5	128	13	strong
3	110	6	strong
2	59	6	strong
3	107	12	strong
4	121	13	strong
2	204	13	strong
3	63	6	strong
4	176	21	strong
2	144	12	strong
4	155	10	strong
3	118	3	strong
3	66	5	strong
3	104	16	strong
2	141	15	strong
4	92	13	strong
5	94	27	strong
3	91	9	strong
2	115	11	strong
2	116	6	strong
2	124	16	strong
2	139	9	strong
2	65	8	strong
3	79	4	strong
2	69	10	strong
3	62	21	strong
5	203	25	strong
2	71	6	strong
3	121	14	strong
2	119	14	strong
6	145	13	strong
4	137	18	strong
3	104	8	strong
5	105	14	strong
5	117	10	strong
4	76	15	strong
10	111	4	strong
2	98	16	strong
3	97	1	strong
6	108	9	strong
3	89	2	strong
3	55	20	strong
4	96	10	strong
3	227	3	strong
2	81	6	strong
3	87	1	strong
5	165	17	strong
8	161	21	strong
3	53	3	strong
7	79	16	strong
3	167	1	strong
6	108	22	strong
3	140	17	strong
3	109	13	strong
3	79	3	strong
3	49	5	strong
2	85	14	strong
5	161	15	strong
3	133	14	strong
3	114	13	strong
3	67	11	strong
3	100	14	strong
10	96	2	strong
6	130	17	strong
3	110	16	strong
2	42	14	strong
3	30	4	strong
3	158	12	strong
3	122	12	strong
2	129	9	strong
3	111	10	strong
3	116	18	strong
5	159	18	strong
4	100	14	strong
5	159	14	strong
7	109	9	strong
3	96	15	strong
5	94	23	strong
3	83	5	strong
3	89	10	strong
2	127	19	strong
2	54	9	strong
4	81	16	strong
2	89	8	strong
3	117	14	strong
5	89	8	strong
3	107	11	strong
3	116	15	strong
2	92	12	strong
5	75	8	strong
3	153	16	strong
5	146	15	strong
2	136	14	strong
12	198	11	strong
5	106	7	strong
2	90	10	strong
3	194	6	strong
3	209	2	strong
2	106	22	strong
6	116	10	strong
2	164	25	strong
6	103	7	strong
9	137	19	strong
4	136	10	strong
2	128	7	strong
3	146	10	strong
5	68	10	strong
4	134	8	strong
3	96	13	strong
3	95	3	strong
8	164	24	strong
2	127	19	strong
5	127	16	strong
3	158	12	strong
2	125	8	strong
5	107	13	strong
2	140	21	strong
3	78	2	strong
2	66	7	strong
3	129	1	strong
3	110	2	strong
3	193	3	strong
2	84	7	strong
5	147	18	strong
2	96	13	strong
3	45	13	strong
5	154	15	strong
2	127	20	strong
7	0	0	strong
9	149	14	strong
3	182	1	strong
8	203	23	strong
2	49	7	strong
2	51	8	strong
4	68	11	strong
3	103	9	strong
3	105	9	strong
6	108	10	strong
8	179	17	strong
9	150	19	strong
2	82	3	strong
5	166	13	strong
2	152	9	strong
12	120	13	strong
3	291	2	strong
2	82	11	strong
4	105	9	strong
3	152	13	strong
5	114	13	strong
3	212	17	strong
3	96	14	strong
3	93	18	strong
10	170	2	strong
2	113	11	strong
2	93	11	strong
3	101	7	strong
3	151	24	strong
3	106	10	strong
5	70	9	strong
5	124	12	strong
6	151	14	strong
3	39	3	strong
2	171	23	strong
5	217	15	strong
3	55	2	strong
5	67	9	strong
3	223	7	strong
3	104	16	strong
3	102	2	strong
3	67	3	strong
6	94	10	strong
5	78	11	strong
3	68	9	strong
5	86	19	strong
2	55	10	strong
3	91	2	strong
2	107	20	strong
5	149	23	strong
3	140	19	strong
10	39	2	strong
2	94	9	strong
3	85	14	strong
2	98	13	strong
3	52	1	strong
4	115	11	strong
2	82	10	strong
2	141	15	strong
3	78	8	strong
2	92	12	strong
2	102	13	strong
10	94	2	strong
3	92	11	strong
3	102	10	strong
4	172	16	strong
3	27	11	strong
7	172	18	strong
4	98	9	strong
3	130	4	strong
2	67	8	strong
3	233	2	strong
3	104	14	strong
12	227	15	strong
2	77	18	strong
2	128	10	strong
2	89	11	strong
2	113	15	strong
2	126	4	strong
2	98	12	strong
7	93	25	strong
3	86	0	strong
4	114	15	strong
3	100	10	strong
2	90	11	strong
5	225	15	strong
2	127	24	strong
2	90	13	strong
2	64	7	strong
2	92	10	strong
3	93	2	strong
5	141	21	strong
3	46	2	strong
3	113	16	strong
3	138	0	strong
4	121	5	strong
3	68	11	strong
5	136	12	strong
5	95	10	strong
3	66	17	strong
5	62	9	strong
3	79	12	strong
10	37	3	strong
2	76	12	strong
2	103	15	strong
3	90	21	strong
3	123	17	strong
4	49	5	strong
2	110	14	strong
3	97	12	strong
3	75	19	strong
3	113	10	strong
3	93	6	strong
3	71	6	strong
3	116	10	strong
3	62	11	strong
7	143	12	strong
3	140	12	strong
6	127	15	strong
3	75	7	strong
3	127	3	strong
2	196	6	strong
3	119	11	strong
5	124	10	strong
5	92	4	strong
3	128	6	strong
5	62	7	strong
3	80	5	strong
5	143	12	strong
5	114	11	strong
3	146	13	strong
3	126	14	strong
5	138	15	strong
5	157	13	strong
4	67	10	strong
3	150	11	strong
6	121	9	strong
3	142	20	strong
3	127	8	strong
8	173	19	strong
4	137	14	strong
2	146	6	strong
6	173	21	strong
4	85	8	strong
8	156	15	strong
4	89	10	strong
2	40	3	strong
2	125	8	strong
3	52	1	strong
3	82	9	strong
5	82	3	strong
3	68	1	strong
4	149	13	strong
5	53	6	strong
3	45	0	strong
4	56	9	strong
8	95	13	strong
2	131	17	strong
3	78	1	strong
5	185	17	strong
3	85	16	strong
3	129	18	strong
3	49	11	strong
2	113	13	strong
2	57	6	strong
2	103	9	strong
2	79	8	strong
2	153	20	strong
3	68	7	strong
2	59	5	strong
2	63	9	strong
5	198	11	strong
8	180	20	strong
5	98	8	strong
3	174	0	strong
2	129	19	strong
10	168	2	strong
3	52	1	strong
2	98	9	strong
2	85	13	strong
5	113	14	strong
2	84	11	strong
5	104	9	strong
3	110	11	strong
3	62	4	strong
17	241	22	strong
3	130	13	strong
4	129	7	strong
4	58	11	strong
3	100	4	strong
3	83	6	strong
3	118	1	strong
7	26	0	strong
6	112	10	strong
4	104	14	strong
3	95	15	strong
2	92	9	strong
3	118	18	strong
3	200	2	strong
3	137	3	strong
2	103	8	strong
5	134	9	strong
5	114	9	strong
5	86	3	strong
3	99	10	strong
6	114	10	strong
2	45	5	strong
3	100	8	strong
5	133	14	strong
2	67	5	strong
2	116	15	strong
2	103	10	strong
2	119	16	strong
2	79	8	strong
2	84	6	strong
3	218	2	strong
9	78	13	strong
4	54	7	strong
2	107	10	strong
2	122	13	strong
3	82	0	strong
4	107	9	strong
3	87	4	strong
8	140	19	strong
2	81	5	strong
2	110	9	strong
2	44	13	strong
5	139	16	strong
2	59	12	strong
4	119	8	strong
3	111	1	strong
3	112	3	strong
3	69	8	strong
3	67	3	strong
3	105	10	strong
4	163	14	strong
3	73	4	strong
4	123	16	strong
3	190	1	strong
3	125	11	strong
5	151	12	strong
3	86	3	strong
3	62	11	strong
3	50	10	strong
3	128	12	strong
2	137	13	strong
5	112	7	strong
3	67	16	strong
3	60	1	strong
4	72	9	strong
5	152	14	strong
3	150	13	strong
5	208	15	strong
5	212	14	strong
2	134	7	strong
4	100	10	strong
3	107	16	strong
3	83	11	strong
3	63	5	strong
2	138	10	strong
5	135	13	strong
3	97	8	strong
2	55	13	strong
5	57	1	strong
3	91	9	strong
3	62	13	strong
3	50	10	strong
5	73	8	strong
5	125	14	strong
2	63	15	strong
3	136	3	strong
5	140	13	strong
2	102	9	strong
3	82	13	strong
4	107	9	strong
3	85	2	strong
10	67	6	strong
3	97	3	strong
4	140	9	strong
2	114	14	strong
3	80	11	strong
9	153	17	strong
5	101	10	strong
6	196	6	strong
3	68	7	strong
4	74	8	strong
2	163	19	strong
3	134	5	strong
3	133	11	strong
3	92	10	strong
12	216	2	strong
5	84	6	strong
3	75	4	strong
2	46	14	strong
6	115	17	strong
5	93	8	strong
2	72	7	strong
2	86	6	strong
2	89	10	strong
2	81	8	strong
4	173	21	strong
3	65	5	strong
3	76	14	strong
16	263	18	strong
9	192	24	strong
4	197	7	strong
2	101	6	strong
2	142	14	strong
6	99	9	strong
5	71	10	strong
2	71	14	strong
9	137	24	strong
5	69	12	strong
3	113	14	strong
5	157	18	strong
5	70	10	strong
2	63	6	strong
3	97	7	strong
2	106	9	strong
2	67	3	strong
2	110	14	strong
3	82	26	strong
14	191	14	strong
2	90	11	strong
5	106	11	strong
3	93	27	strong
2	118	6	strong
4	102	12	strong
3	65	5	strong
5	112	16	strong
5	76	10	strong
3	95	3	strong
2	97	8	strong
3	74	7	strong
2	93	7	strong
8	182	20	strong
